Year,Month,Group,State,Condition Group,Condition,Age Group,COVID-19 Deaths,Number of Mentions
2020.0,2.0,By Month,West Virginia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,0.0,0.0
2020.0,6.0,By Month,West Virginia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,0.0,0.0
2020.0,11.0,By Month,West Virginia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,46.0,46.0
2020.0,12.0,By Month,West Virginia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,95.0,95.0
2021.0,1.0,By Month,West Virginia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,51.0,51.0
2021.0,2.0,By Month,West Virginia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,32.0,32.0
2021.0,3.0,By Month,West Virginia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,14.0,14.0
2021.0,4.0,By Month,West Virginia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,18.0,18.0
2021.0,5.0,By Month,West Virginia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,12.0,12.0
2021.0,6.0,By Month,West Virginia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,10.0,10.0
2021.0,8.0,By Month,West Virginia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,34.0,34.0
2021.0,9.0,By Month,West Virginia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,110.0,110.0
2021.0,10.0,By Month,West Virginia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,64.0,64.0
2021.0,11.0,By Month,West Virginia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,51.0,51.0
2021.0,12.0,By Month,West Virginia,Respiratory diseases,Adult respiratory distress syndrome,All Ages,55.0,55.0
2020.0,1.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,0.0,0.0
2020.0,4.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,18.0,18.0
2020.0,5.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,15.0,16.0
2020.0,8.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,33.0,35.0
2020.0,9.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,31.0,32.0
2020.0,10.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,54.0,56.0
2020.0,11.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,110.0,112.0
2020.0,12.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,230.0,238.0
2021.0,1.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,215.0,225.0
2021.0,2.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,104.0,105.0
2021.0,3.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,44.0,45.0
2021.0,4.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,48.0,49.0
2021.0,5.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,63.0,65.0
2021.0,6.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,25.0,26.0
2021.0,7.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,14.0,15.0
2021.0,8.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,89.0,95.0
2021.0,9.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,270.0,281.0
2021.0,10.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,275.0,284.0
2021.0,11.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,190.0,196.0
2021.0,12.0,By Month,West Virginia,Respiratory diseases,Respiratory failure,All Ages,171.0,176.0
2020.0,1.0,By Month,West Virginia,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,3.0,By Month,West Virginia,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,4.0,By Month,West Virginia,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,5.0,By Month,West Virginia,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,6.0,By Month,West Virginia,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,7.0,By Month,West Virginia,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,9.0,By Month,West Virginia,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2021.0,3.0,By Month,West Virginia,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2021.0,5.0,By Month,West Virginia,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2021.0,6.0,By Month,West Virginia,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2021.0,7.0,By Month,West Virginia,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2021.0,10.0,By Month,West Virginia,Respiratory diseases,Respiratory arrest,All Ages,10.0,10.0
2020.0,1.0,By Month,West Virginia,Respiratory diseases,Other diseases of the respiratory system,All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,Respiratory diseases,Other diseases of the respiratory system,All Ages,0.0,0.0
2020.0,3.0,By Month,West Virginia,Respiratory diseases,Other diseases of the respiratory system,All Ages,0.0,0.0
2020.0,6.0,By Month,West Virginia,Respiratory diseases,Other diseases of the respiratory system,All Ages,0.0,0.0
2020.0,9.0,By Month,West Virginia,Respiratory diseases,Other diseases of the respiratory system,All Ages,11.0,11.0
2020.0,10.0,By Month,West Virginia,Respiratory diseases,Other diseases of the respiratory system,All Ages,10.0,10.0
2020.0,11.0,By Month,West Virginia,Respiratory diseases,Other diseases of the respiratory system,All Ages,12.0,13.0
2020.0,12.0,By Month,West Virginia,Respiratory diseases,Other diseases of the respiratory system,All Ages,19.0,19.0
2021.0,1.0,By Month,West Virginia,Respiratory diseases,Other diseases of the respiratory system,All Ages,32.0,34.0
2021.0,2.0,By Month,West Virginia,Respiratory diseases,Other diseases of the respiratory system,All Ages,19.0,20.0
2021.0,5.0,By Month,West Virginia,Respiratory diseases,Other diseases of the respiratory system,All Ages,11.0,11.0
2021.0,8.0,By Month,West Virginia,Respiratory diseases,Other diseases of the respiratory system,All Ages,13.0,13.0
2021.0,9.0,By Month,West Virginia,Respiratory diseases,Other diseases of the respiratory system,All Ages,41.0,45.0
2021.0,10.0,By Month,West Virginia,Respiratory diseases,Other diseases of the respiratory system,All Ages,44.0,48.0
2021.0,11.0,By Month,West Virginia,Respiratory diseases,Other diseases of the respiratory system,All Ages,24.0,26.0
2021.0,12.0,By Month,West Virginia,Respiratory diseases,Other diseases of the respiratory system,All Ages,25.0,25.0
2020.0,1.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,0.0,0.0
2020.0,3.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,0.0,0.0
2020.0,6.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,0.0,0.0
2020.0,8.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,23.0,23.0
2020.0,9.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,25.0,25.0
2020.0,10.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,19.0,19.0
2020.0,11.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,27.0,27.0
2020.0,12.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,95.0,96.0
2021.0,1.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,104.0,104.0
2021.0,2.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,41.0,42.0
2021.0,3.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,14.0,14.0
2021.0,4.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,23.0,23.0
2021.0,5.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,14.0,14.0
2021.0,6.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,14.0,14.0
2021.0,8.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,33.0,33.0
2021.0,9.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,89.0,89.0
2021.0,10.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,88.0,89.0
2021.0,11.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,71.0,71.0
2021.0,12.0,By Month,West Virginia,Circulatory diseases,Hypertensive diseases,All Ages,44.0,45.0
2020.0,1.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,0.0,0.0
2020.0,3.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,0.0,0.0
2020.0,7.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,0.0,0.0
2020.0,8.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,18.0,18.0
2020.0,9.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,21.0,21.0
2020.0,10.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,14.0,16.0
2020.0,11.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,28.0,30.0
2020.0,12.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,99.0,103.0
2021.0,1.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,100.0,110.0
2021.0,2.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,47.0,48.0
2021.0,3.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,19.0,20.0
2021.0,4.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,15.0,17.0
2021.0,5.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,17.0,18.0
2021.0,6.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,16.0,17.0
2021.0,8.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,26.0,27.0
2021.0,9.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,91.0,98.0
2021.0,10.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,87.0,92.0
2021.0,11.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,78.0,83.0
2021.0,12.0,By Month,West Virginia,Circulatory diseases,Ischemic heart disease,All Ages,59.0,63.0
2020.0,1.0,By Month,West Virginia,Circulatory diseases,Cardiac arrest,All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,Circulatory diseases,Cardiac arrest,All Ages,0.0,0.0
2020.0,3.0,By Month,West Virginia,Circulatory diseases,Cardiac arrest,All Ages,0.0,0.0
2020.0,5.0,By Month,West Virginia,Circulatory diseases,Cardiac arrest,All Ages,0.0,0.0
2020.0,6.0,By Month,West Virginia,Circulatory diseases,Cardiac arrest,All Ages,0.0,0.0
2020.0,7.0,By Month,West Virginia,Circulatory diseases,Cardiac arrest,All Ages,0.0,0.0
2020.0,11.0,By Month,West Virginia,Circulatory diseases,Cardiac arrest,All Ages,13.0,13.0
2020.0,12.0,By Month,West Virginia,Circulatory diseases,Cardiac arrest,All Ages,45.0,45.0
2021.0,1.0,By Month,West Virginia,Circulatory diseases,Cardiac arrest,All Ages,46.0,46.0
2021.0,2.0,By Month,West Virginia,Circulatory diseases,Cardiac arrest,All Ages,14.0,14.0
2021.0,4.0,By Month,West Virginia,Circulatory diseases,Cardiac arrest,All Ages,11.0,11.0
2021.0,9.0,By Month,West Virginia,Circulatory diseases,Cardiac arrest,All Ages,50.0,50.0
2021.0,10.0,By Month,West Virginia,Circulatory diseases,Cardiac arrest,All Ages,46.0,46.0
2021.0,11.0,By Month,West Virginia,Circulatory diseases,Cardiac arrest,All Ages,24.0,24.0
2021.0,12.0,By Month,West Virginia,Circulatory diseases,Cardiac arrest,All Ages,26.0,26.0
2020.0,1.0,By Month,West Virginia,Circulatory diseases,Cardiac arrhythmia,All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,Circulatory diseases,Cardiac arrhythmia,All Ages,0.0,0.0
2020.0,3.0,By Month,West Virginia,Circulatory diseases,Cardiac arrhythmia,All Ages,0.0,0.0
2020.0,8.0,By Month,West Virginia,Circulatory diseases,Cardiac arrhythmia,All Ages,12.0,12.0
2020.0,11.0,By Month,West Virginia,Circulatory diseases,Cardiac arrhythmia,All Ages,12.0,12.0
2020.0,12.0,By Month,West Virginia,Circulatory diseases,Cardiac arrhythmia,All Ages,56.0,56.0
2021.0,1.0,By Month,West Virginia,Circulatory diseases,Cardiac arrhythmia,All Ages,59.0,59.0
2021.0,2.0,By Month,West Virginia,Circulatory diseases,Cardiac arrhythmia,All Ages,22.0,22.0
2021.0,3.0,By Month,West Virginia,Circulatory diseases,Cardiac arrhythmia,All Ages,11.0,11.0
2021.0,8.0,By Month,West Virginia,Circulatory diseases,Cardiac arrhythmia,All Ages,20.0,20.0
2021.0,9.0,By Month,West Virginia,Circulatory diseases,Cardiac arrhythmia,All Ages,44.0,44.0
2021.0,10.0,By Month,West Virginia,Circulatory diseases,Cardiac arrhythmia,All Ages,39.0,39.0
2021.0,11.0,By Month,West Virginia,Circulatory diseases,Cardiac arrhythmia,All Ages,36.0,36.0
2021.0,12.0,By Month,West Virginia,Circulatory diseases,Cardiac arrhythmia,All Ages,29.0,29.0
2020.0,1.0,By Month,West Virginia,Circulatory diseases,Heart failure,All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,Circulatory diseases,Heart failure,All Ages,0.0,0.0
2020.0,3.0,By Month,West Virginia,Circulatory diseases,Heart failure,All Ages,0.0,0.0
2020.0,8.0,By Month,West Virginia,Circulatory diseases,Heart failure,All Ages,14.0,14.0
2020.0,9.0,By Month,West Virginia,Circulatory diseases,Heart failure,All Ages,11.0,11.0
2020.0,11.0,By Month,West Virginia,Circulatory diseases,Heart failure,All Ages,34.0,34.0
2020.0,12.0,By Month,West Virginia,Circulatory diseases,Heart failure,All Ages,56.0,56.0
2021.0,1.0,By Month,West Virginia,Circulatory diseases,Heart failure,All Ages,66.0,66.0
2021.0,2.0,By Month,West Virginia,Circulatory diseases,Heart failure,All Ages,31.0,31.0
2021.0,3.0,By Month,West Virginia,Circulatory diseases,Heart failure,All Ages,14.0,14.0
2021.0,4.0,By Month,West Virginia,Circulatory diseases,Heart failure,All Ages,12.0,12.0
2021.0,5.0,By Month,West Virginia,Circulatory diseases,Heart failure,All Ages,12.0,12.0
2021.0,8.0,By Month,West Virginia,Circulatory diseases,Heart failure,All Ages,11.0,11.0
2021.0,9.0,By Month,West Virginia,Circulatory diseases,Heart failure,All Ages,37.0,37.0
2021.0,10.0,By Month,West Virginia,Circulatory diseases,Heart failure,All Ages,39.0,39.0
2021.0,11.0,By Month,West Virginia,Circulatory diseases,Heart failure,All Ages,35.0,35.0
2021.0,12.0,By Month,West Virginia,Circulatory diseases,Heart failure,All Ages,35.0,35.0
2020.0,1.0,By Month,West Virginia,Circulatory diseases,Cerebrovascular diseases,All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,Circulatory diseases,Cerebrovascular diseases,All Ages,0.0,0.0
2020.0,3.0,By Month,West Virginia,Circulatory diseases,Cerebrovascular diseases,All Ages,0.0,0.0
2020.0,11.0,By Month,West Virginia,Circulatory diseases,Cerebrovascular diseases,All Ages,12.0,12.0
2020.0,12.0,By Month,West Virginia,Circulatory diseases,Cerebrovascular diseases,All Ages,27.0,27.0
2021.0,1.0,By Month,West Virginia,Circulatory diseases,Cerebrovascular diseases,All Ages,39.0,40.0
2021.0,2.0,By Month,West Virginia,Circulatory diseases,Cerebrovascular diseases,All Ages,16.0,17.0
2021.0,9.0,By Month,West Virginia,Circulatory diseases,Cerebrovascular diseases,All Ages,28.0,28.0
2021.0,10.0,By Month,West Virginia,Circulatory diseases,Cerebrovascular diseases,All Ages,28.0,28.0
2021.0,11.0,By Month,West Virginia,Circulatory diseases,Cerebrovascular diseases,All Ages,15.0,15.0
2021.0,12.0,By Month,West Virginia,Circulatory diseases,Cerebrovascular diseases,All Ages,20.0,20.0
2020.0,1.0,By Month,West Virginia,Circulatory diseases,Other diseases of the circulatory system,All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,Circulatory diseases,Other diseases of the circulatory system,All Ages,0.0,0.0
2020.0,3.0,By Month,West Virginia,Circulatory diseases,Other diseases of the circulatory system,All Ages,0.0,0.0
2020.0,5.0,By Month,West Virginia,Circulatory diseases,Other diseases of the circulatory system,All Ages,0.0,0.0
2020.0,6.0,By Month,West Virginia,Circulatory diseases,Other diseases of the circulatory system,All Ages,0.0,0.0
2020.0,7.0,By Month,West Virginia,Circulatory diseases,Other diseases of the circulatory system,All Ages,0.0,0.0
2020.0,11.0,By Month,West Virginia,Circulatory diseases,Other diseases of the circulatory system,All Ages,21.0,21.0
2020.0,12.0,By Month,West Virginia,Circulatory diseases,Other diseases of the circulatory system,All Ages,27.0,29.0
2021.0,1.0,By Month,West Virginia,Circulatory diseases,Other diseases of the circulatory system,All Ages,30.0,33.0
2021.0,2.0,By Month,West Virginia,Circulatory diseases,Other diseases of the circulatory system,All Ages,14.0,15.0
2021.0,6.0,By Month,West Virginia,Circulatory diseases,Other diseases of the circulatory system,All Ages,10.0,11.0
2021.0,8.0,By Month,West Virginia,Circulatory diseases,Other diseases of the circulatory system,All Ages,24.0,26.0
2021.0,9.0,By Month,West Virginia,Circulatory diseases,Other diseases of the circulatory system,All Ages,43.0,48.0
2021.0,10.0,By Month,West Virginia,Circulatory diseases,Other diseases of the circulatory system,All Ages,48.0,51.0
2021.0,11.0,By Month,West Virginia,Circulatory diseases,Other diseases of the circulatory system,All Ages,50.0,51.0
2021.0,12.0,By Month,West Virginia,Circulatory diseases,Other diseases of the circulatory system,All Ages,38.0,39.0
2020.0,1.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,0.0,0.0
2020.0,3.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,0.0,0.0
2020.0,5.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,11.0,11.0
2020.0,6.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,0.0,0.0
2020.0,8.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,14.0,14.0
2020.0,9.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,20.0,20.0
2020.0,10.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,25.0,25.0
2020.0,11.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,20.0,20.0
2020.0,12.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,63.0,63.0
2021.0,1.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,65.0,65.0
2021.0,2.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,40.0,40.0
2021.0,3.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,12.0,12.0
2021.0,4.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,19.0,19.0
2021.0,5.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,24.0,24.0
2021.0,8.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,31.0,31.0
2021.0,9.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,89.0,89.0
2021.0,10.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,96.0,96.0
2021.0,11.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,62.0,62.0
2021.0,12.0,By Month,West Virginia,Sepsis,Sepsis,All Ages,59.0,59.0
2020.0,1.0,By Month,West Virginia,Malignant neoplasms,Malignant neoplasms,All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,Malignant neoplasms,Malignant neoplasms,All Ages,0.0,0.0
2020.0,3.0,By Month,West Virginia,Malignant neoplasms,Malignant neoplasms,All Ages,0.0,0.0
2020.0,11.0,By Month,West Virginia,Malignant neoplasms,Malignant neoplasms,All Ages,10.0,10.0
2020.0,12.0,By Month,West Virginia,Malignant neoplasms,Malignant neoplasms,All Ages,40.0,45.0
2021.0,1.0,By Month,West Virginia,Malignant neoplasms,Malignant neoplasms,All Ages,34.0,39.0
2021.0,2.0,By Month,West Virginia,Malignant neoplasms,Malignant neoplasms,All Ages,11.0,11.0
2021.0,5.0,By Month,West Virginia,Malignant neoplasms,Malignant neoplasms,All Ages,12.0,12.0
2021.0,8.0,By Month,West Virginia,Malignant neoplasms,Malignant neoplasms,All Ages,11.0,16.0
2021.0,9.0,By Month,West Virginia,Malignant neoplasms,Malignant neoplasms,All Ages,45.0,51.0
2021.0,10.0,By Month,West Virginia,Malignant neoplasms,Malignant neoplasms,All Ages,33.0,38.0
2021.0,11.0,By Month,West Virginia,Malignant neoplasms,Malignant neoplasms,All Ages,27.0,32.0
2021.0,12.0,By Month,West Virginia,Malignant neoplasms,Malignant neoplasms,All Ages,26.0,28.0
2020.0,1.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,0.0,0.0
2020.0,3.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,0.0,0.0
2020.0,6.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,0.0,0.0
2020.0,8.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,17.0,17.0
2020.0,9.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,18.0,18.0
2020.0,10.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,16.0,16.0
2020.0,11.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,34.0,34.0
2020.0,12.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,88.0,89.0
2021.0,1.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,83.0,84.0
2021.0,2.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,43.0,43.0
2021.0,3.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,13.0,13.0
2021.0,4.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,17.0,17.0
2021.0,5.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,20.0,20.0
2021.0,6.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,13.0,13.0
2021.0,8.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,30.0,30.0
2021.0,9.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,90.0,92.0
2021.0,10.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,91.0,93.0
2021.0,11.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,70.0,70.0
2021.0,12.0,By Month,West Virginia,Diabetes,Diabetes,All Ages,55.0,56.0
2020.0,1.0,By Month,West Virginia,Obesity,Obesity,All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,Obesity,Obesity,All Ages,0.0,0.0
2020.0,3.0,By Month,West Virginia,Obesity,Obesity,All Ages,0.0,0.0
2020.0,6.0,By Month,West Virginia,Obesity,Obesity,All Ages,0.0,0.0
2020.0,10.0,By Month,West Virginia,Obesity,Obesity,All Ages,0.0,0.0
2020.0,12.0,By Month,West Virginia,Obesity,Obesity,All Ages,17.0,17.0
2021.0,1.0,By Month,West Virginia,Obesity,Obesity,All Ages,23.0,23.0
2021.0,8.0,By Month,West Virginia,Obesity,Obesity,All Ages,12.0,12.0
2021.0,9.0,By Month,West Virginia,Obesity,Obesity,All Ages,38.0,38.0
2021.0,10.0,By Month,West Virginia,Obesity,Obesity,All Ages,30.0,30.0
2021.0,11.0,By Month,West Virginia,Obesity,Obesity,All Ages,21.0,22.0
2021.0,12.0,By Month,West Virginia,Obesity,Obesity,All Ages,29.0,29.0
2020.0,1.0,By Month,West Virginia,Alzheimer disease,Alzheimer disease,All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,Alzheimer disease,Alzheimer disease,All Ages,0.0,0.0
2020.0,3.0,By Month,West Virginia,Alzheimer disease,Alzheimer disease,All Ages,0.0,0.0
2020.0,6.0,By Month,West Virginia,Alzheimer disease,Alzheimer disease,All Ages,0.0,0.0
2020.0,11.0,By Month,West Virginia,Alzheimer disease,Alzheimer disease,All Ages,10.0,10.0
2020.0,12.0,By Month,West Virginia,Alzheimer disease,Alzheimer disease,All Ages,28.0,28.0
2021.0,1.0,By Month,West Virginia,Alzheimer disease,Alzheimer disease,All Ages,27.0,27.0
2021.0,6.0,By Month,West Virginia,Alzheimer disease,Alzheimer disease,All Ages,0.0,0.0
2021.0,11.0,By Month,West Virginia,Alzheimer disease,Alzheimer disease,All Ages,0.0,0.0
2020.0,1.0,By Month,West Virginia,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,0.0,0.0
2020.0,3.0,By Month,West Virginia,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,0.0,0.0
2020.0,6.0,By Month,West Virginia,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,0.0,0.0
2020.0,8.0,By Month,West Virginia,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,21.0,22.0
2020.0,9.0,By Month,West Virginia,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,16.0,16.0
2020.0,10.0,By Month,West Virginia,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,16.0,16.0
2020.0,11.0,By Month,West Virginia,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,22.0,22.0
2020.0,12.0,By Month,West Virginia,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,71.0,72.0
2021.0,1.0,By Month,West Virginia,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,63.0,63.0
2021.0,2.0,By Month,West Virginia,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,12.0,12.0
2021.0,8.0,By Month,West Virginia,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,13.0,13.0
2021.0,9.0,By Month,West Virginia,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,27.0,27.0
2021.0,10.0,By Month,West Virginia,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,38.0,38.0
2021.0,11.0,By Month,West Virginia,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,10.0,10.0
2021.0,12.0,By Month,West Virginia,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,17.0,17.0
2020.0,1.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,0.0,0.0
2020.0,4.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,12.0,12.0
2020.0,8.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,11.0,12.0
2020.0,9.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,11.0,11.0
2020.0,10.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,15.0,16.0
2020.0,11.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,35.0,36.0
2020.0,12.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,71.0,72.0
2021.0,1.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,80.0,86.0
2021.0,2.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,46.0,51.0
2021.0,3.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,18.0,20.0
